frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
123,1,1023.2281486976342 586.481601588476 1294.3263580978225 818.7467710772196,1117.691162109375 733.4584350585938 1219.0819091796875 777.8977661132812,0.37001335620880127,AP05JEO,0.5439337693736873
124,1,1020.6466578494598 587.8682606427994 1294.4502634310147 820.4716911634312,1115.1519775390625 732.2780151367188 1214.69287109375 774.98974609375,0.35777050256729126,AF05JEQ,0.6370679356016388
125,1,1022.1631737403256 590.6059119321243 1296.0038503155445 823.0445216810488,1113.4942626953125 733.0577392578125 1218.7637939453125 777.2617797851562,0,0,0
126,1,1023.6796896311916 593.3435632214491 1297.5574372000742 825.6173521986664,1111.8365478515625 733.8374633789062 1222.834716796875 779.5338134765625,0.37597939372062683,AP05JEO,0.30446209744791064
127,1,1024.044968113471 594.4319341855821 1298.473853116714 827.3647728062836,1111.551513671875 735.85400390625 1223.8922119140625 778.768798828125,0.49811363220214844,AP05JEO,0.4628323844380376
128,1,1024.4016724997207 595.2362810726142 1298.2940200362034 829.2638931524091,1133.1676025390625 741.1497802734375 1224.4471435546875 780.4200439453125,0.25163736939430237,AP05JEO,0.46797240309879995
129,1,1024.4059029184139 597.0353278343844 1298.9387762569877 832.0007944863236,1127.1385904947917 742.8450317382812 1220.4689127604167 782.1751708984375,0,0,0
130,1,1024.4101333371068 598.8343745961545 1299.583532477772 834.7376958202382,1121.1095784505208 744.540283203125 1216.4906819661458 783.9302978515625,0,0,0
131,1,1024.4143637558 600.6334213579246 1300.2282886985563 837.4745971541527,1115.08056640625 746.2355346679688 1212.512451171875 785.6854248046875,0.2753106355667114,AP05JEO,0.18406924590215093
132,1,1024.2855978122984 603.2702120313024 1300.9977032968804 840.6627679975702,1114.97802734375 745.4086303710938 1216.0888671875 789.4198608398438,0.46234509348869324,AP05JED,0.6349057921688703
133,1,1023.3836639424743 604.8580990196574 1302.0606983171992 842.1700037511137,1140.4501953125 749.9199829101562 1230.9962158203125 791.8086547851562,0.3678375780582428,IP05JED,0.40767847440666244
134,1,1022.4650552279045 606.2804938599847 1302.629787856546 844.1022418466812,1135.5909423828125 752.6034240722656 1232.0001831054688 795.2896118164062,0,0,0
135,1,1021.5464465133347 607.702888700312 1303.1988773958929 846.0344799422486,1130.731689453125 755.286865234375 1233.004150390625 798.7705688476562,0.4598493278026581,AP05JEO,0.14726887580053272
136,1,1021.84283162922 609.4393379378043 1305.0794405262238 848.2120527783505,1127.7671508789062 757.0937194824219 1233.0399780273438 803.3175048828125,0,0,0
137,1,1022.1392167451054 611.1757871752967 1306.9600036565548 850.3896256144525,1124.8026123046875 758.9005737304688 1233.0758056640625 807.8644409179688,0.6310003399848938,AP05JEO,0.6767619041153045
138,1,1024.2869549468778 614.2225790559412 1308.952139289384 853.593630288598,1118.50048828125 763.2877807617188 1232.75390625 803.7365112304688,0.5893867015838623,AP05JED,0.4763346634312809
139,1,1024.3880037584952 615.3908934227034 1310.2448692003188 855.8129318819705,1126.796875 766.0790405273438 1232.8253784179688 805.0015869140625,0,0,0
140,1,1024.4890525701126 616.5592077894655 1311.5375991112537 858.032233475343,1135.09326171875 768.8703002929688 1232.8968505859375 806.2666625976562,0.40554702281951904,AP05JEQ,0.5565697069084661
141,1,1023.3080850886728 618.7233259669893 1312.0771225320912 862.0262252178165,1121.888671875 768.383056640625 1220.037841796875 809.7015380859375,0.32532182335853577,AP05JEO,0.25253368594599135
142,1,1023.4971599826 619.658488449472 1313.8346562334623 864.6097665115245,1128.4366455078125 770.8539428710938 1233.311767578125 813.4852905273438,0.3636091947555542,AP05JEO,0.16169056675295848
143,1,1021.5278417009555 621.2943001407247 1314.5267326897715 868.2922266465436,1118.15673828125 768.7201538085938 1227.4383544921875 812.0745849609375,0.562000036239624,AP05JEO,0.5977947415922352
144,1,1022.4476407208961 624.0422791462523 1316.5493299438042 872.7531004318431,1124.318115234375 775.1649169921875 1222.7669677734375 817.790771484375,0.49084386229515076,AP05JEO,0.1539477232895899
145,1,1022.4303871361358 626.1835009760277 1317.851630556102 875.5815741321935,1134.8721923828125 777.7657470703125 1235.2447509765625 822.2113037109375,0.47756537795066833,AP05JEO,0.3204157139220953
146,1,1022.4339620378664 629.2086210907504 1319.2708681500303 879.0326729527397,1121.5789794921875 780.5733032226562 1212.3179931640625 821.3585815429688,0.34291642904281616,XP05JEC,0.2869434645907082
147,1,1024.009964884101 630.9458126135431 1320.929396386654 882.4543891386651,1126.6973876953125 784.3279418945312 1238.8665771484375 830.1314086914062,0.5148976445198059,AP05JED,0.17400313567221193
148,1,1022.8805567109437 632.4950924017135 1321.1223639971051 884.9895176208245,1124.0400390625 787.253173828125 1230.7177734375 826.322021484375,0.5151005983352661,AP05JEO,0.2662925191127315
149,1,1024.540318600634 634.4331052934144 1323.7219489714032 888.4679520976233,1131.25634765625 792.4459228515625 1217.2845458984375 831.4479370117188,0.398456871509552,AP05JEQ,0.56456120185268
150,1,1025.2752957138237 636.9690776803737 1326.972265947014 892.6005351208915,1134.2178955078125 792.6112670898438 1224.3211669921875 829.9622192382812,0.39097121357917786,AP05JEO,0.35991973416287926
151,1,1025.872359032779 638.0348997756346 1329.7381671568637 894.8437045590902,1128.926513671875 792.06298828125 1236.9583740234375 833.5323486328125,0.39597371220588684,AP05JEO,0.6234661536678038
152,1,1022.6487502070693 640.2727874585825 1328.8353567926822 896.9664376124327,1135.67578125 795.9397583007812 1244.117431640625 839.768798828125,0.2763811945915222,AP05JEO,0.2533473826966227
153,1,1022.8255142248263 642.496355240484 1329.0062143919176 900.3978620806865,1127.1309814453125 795.4480590820312 1238.168212890625 845.1377563476562,0.45626771450042725,AP05JEO,0.6505019161168986
154,1,1022.4531521784761 643.128198983237 1332.0481781058966 901.9233280586792,1132.476806640625 800.3925170898438 1245.9041748046875 849.6149291992188,0.44197726249694824,AP05JEO,0.8788593153131258
155,1,1023.3037055581751 645.2038963667109 1335.615386938495 904.4684071205216,1133.7506103515625 803.955322265625 1240.6724853515625 847.90576171875,0.47874805331230164,AP05JEO,0.6310595680890552
156,1,1024.8683297076109 650.1025354660042 1336.3247653765488 909.496337804215,1140.4039306640625 807.6586303710938 1248.71240234375 850.9963989257812,0.44188785552978516,AP05JED,0.8101281094359983
157,1,1023.2497484693117 651.4378112136748 1334.2707360424592 911.6415814373375,1133.9622802734375 809.6365356445312 1247.1448974609375 849.8572998046875,0.49422240257263184,AP05JEO,0.24083030653913443
158,1,1021.844564414369 653.357806942533 1334.0477122112661 914.053901828546,1141.681640625 816.3483276367188 1249.9693603515625 853.0311279296875,0.32551440596580505,AP05JEO,0.19872482153127052
159,1,1021.7635826164446 655.0496293555457 1335.1311644339276 916.5876164692452,1141.630859375 819.2362060546875 1238.9473876953125 854.2615356445312,0.3765793740749359,AP05JEO,0.414762522684528
49,2,557.397351141424 583.7093722261665 852.9271026393096 819.1258476927593,666.0736083984375 725.3602294921875 747.2722778320312 765.4281005859375,0.2542741596698761,CY15OGJ,0.11661578845521096
50,2,555.8180878958852 585.4255697879285 852.906691736961 821.9448132489413,664.2439956665039 728.1071090698242 746.1578521728516 767.9734725952148,0,0,0
51,2,554.2388246503465 587.1417673496903 852.8862808346124 824.7637788051234,662.4143829345703 730.8539886474609 745.0434265136719 770.5188446044922,0,0,0
52,2,552.6595614048078 588.8579649114523 852.8658699322639 827.5827443613053,660.5847702026367 733.6008682250977 743.9290008544922 773.0642166137695,0,0,0
53,2,551.0802981592691 590.5741624732143 852.8454590299152 830.4017099174873,658.7551574707031 736.3477478027344 742.8145751953125 775.6095886230469,0,0,0
54,2,549.5010349137303 592.2903600349763 852.8250481275666 833.2206754736693,656.9255447387695 739.0946273803711 741.7001495361328 778.1549606323242,0,0,0
55,2,547.9217716681917 594.0065575967383 852.804637225218 836.0396410298513,655.0959320068359 741.8415069580078 740.5857238769531 780.7003326416016,0,0,0
56,2,546.3425084226529 595.7227551585001 852.7842263228695 838.8586065860334,653.2663192749023 744.5883865356445 739.4712982177734 783.2457046508789,0,0,0
57,2,544.7632451771142 597.4389527202621 852.7638154205208 841.6775721422154,651.4367065429688 747.3352661132812 738.3568725585938 785.7910766601562,0.3893798589706421,IC15OCJ,0.21689537335267647
58,2,543.3282986385002 599.7462201434244 852.2090258641341 844.1702373227505,651.7834716796875 749.00595703125 738.8910278320312 788.5242919921875,0,0,0
59,2,541.8933520998862 602.0534875665866 851.6542363077474 846.6629025032856,652.1302368164063 750.6766479492187 739.4251831054687 791.2575073242188,0,0,0
60,2,540.4584055612722 604.3607549897489 851.0994467513606 849.1555676838208,652.477001953125 752.3473388671875 739.9593383789063 793.99072265625,0,0,0
61,2,539.0234590226582 606.6680224129111 850.5446571949739 851.6482328643559,652.8237670898437 754.0180297851563 740.4934936523438 796.7239379882812,0,0,0
62,2,537.5885124840443 608.9752898360733 849.9898676385872 854.1408980448911,653.1705322265625 755.688720703125 741.0276489257812 799.4571533203125,0.3502230942249298,GX15OGJ,0.46204913781751744
63,2,536.9313194989871 611.1777052577637 849.4861006451176 856.496072433699,652.2951965332031 758.4823913574219 740.6860046386719 802.37890625,0,0,0
64,2,536.2741265139301 613.3801206794542 848.982333651648 858.8512468225069,651.4198608398438 761.2760620117188 740.3443603515625 805.3006591796875,0,0,0
65,2,535.616933528873 615.5825361011446 848.4785666581785 861.2064212113149,650.5445251464844 764.0697326660156 740.0027160644531 808.222412109375,0,0,0
66,2,534.9597405438159 617.784951522835 847.9747996647089 863.5615956001229,649.669189453125 766.8634033203125 739.6610717773438 811.1441650390625,0,0,0
67,2,534.3025475587589 619.9873669445254 847.4710326712393 865.9167699889308,648.7938537597656 769.6570739746094 739.3194274902344 814.06591796875,0,0,0
68,2,533.6453545737018 622.1897823662158 846.9672656777698 868.2719443777388,647.9185180664062 772.4507446289062 738.977783203125 816.9876708984375,0.27495312690734863,GX15OGJ,0.5472262170693117
69,2,533.3747414768591 625.0018609637298 847.7480468222252 872.4514364699592,640.8997802734375 774.0450439453125 731.6085815429688 817.5150146484375,0.47646528482437134,GX15OCJ,0.46294180056861484
70,2,531.0447522687592 627.1362658167394 846.3299396935158 875.5762705714993,640.8863932291666 778.7525634765625 732.4265543619791 821.0589599609375,0,0,0
71,2,528.7147630606593 629.270670669749 844.9118325648064 878.7011046730395,640.8730061848959 783.4600830078125 733.2445271809896 824.6029052734375,0,0,0
72,2,526.3847738525594 631.4050755227587 843.4937254360971 881.8259387745796,640.859619140625 788.1676025390625 734.0625 828.1468505859375,0.4420378506183624,GY15OGJ,0.6879375222102705
73,2,524.7032076354769 632.7337920862998 841.9073917560495 883.1548773690732,641.4537963867188 787.3890380859375 732.6619262695312 828.0091552734375,0.5006318688392639,CX15OCJ,0.17801413507360192
74,2,524.0798595981381 635.0017264686973 842.1891356893766 885.8897558266798,637.0071411132812 791.0458374023438 729.8986409505209 832.1763305664062,0,0,0
75,2,523.4565115607994 637.2696608510947 842.4708796227037 888.6246342842863,632.5604858398438 794.70263671875 727.1353556315104 836.343505859375,0,0,0
76,2,522.8331635234606 639.5375952334922 842.7526235560308 891.3595127418929,628.1138305664062 798.3594360351562 724.3720703125 840.5106811523438,0.5475381016731262,GX15OGJ,0.41655747967845935
77,2,520.524635815194 642.2890161080375 842.4249306448091 895.3406129229363,626.4806518554688 801.2240982055664 723.5907592773438 843.4631423950195,0,0,0
78,2,518.2161081069272 645.0404369825827 842.0972377335875 899.3217131039798,624.8474731445312 804.0887603759766 722.8094482421875 846.4156036376953,0,0,0
79,2,515.9075803986606 647.791857857128 841.7695448223657 903.3028132850233,623.2142944335938 806.9534225463867 722.0281372070312 849.3680648803711,0,0,0
80,2,513.5990526903938 650.5432787316731 841.441851911144 907.2839134660667,621.5811157226562 809.8180847167969 721.246826171875 852.3205261230469,0,0,0
81,2,511.2905249821272 653.2946996062184 841.1141589999223 911.2650136471102,619.9479370117188 812.682746887207 720.4655151367188 855.2729873657227,0,0,0
82,2,508.9819972738605 656.0461204807636 840.7864660887005 915.2461138281536,618.3147583007812 815.5474090576172 719.6842041015625 858.2254486083984,0,0,0
83,2,506.6734695655938 658.7975413553089 840.4587731774789 919.2272140091972,616.6815795898438 818.4120712280273 718.9028930664062 861.1779098510742,0,0,0
84,2,504.3649418573271 661.5489622298542 840.1310802662572 923.2083141902406,615.0484008789062 821.2767333984375 718.12158203125 864.13037109375,0.5701846480369568,GX15OGJ,0.3836508032430011
85,2,502.8455985472885 663.1443079192485 840.6097142270153 926.1064746305183,616.8718872070312 825.1004333496094 718.5063629150391 867.6653137207031,0,0,0
86,2,501.3262552372498 664.7396536086428 841.0883481877735 929.004635070796,618.6953735351562 828.9241333007812 718.8911437988281 871.2002563476562,0,0,0
87,2,499.8069119272112 666.334999298037 841.5669821485317 931.9027955110738,620.5188598632812 832.7478332519531 719.2759246826172 874.7351989746094,0,0,0
88,2,498.2875686171726 667.9303449874313 842.0456161092898 934.8009559513515,622.3423461914062 836.571533203125 719.6607055664062 878.2701416015625,0.5737680196762085,GX15OGJ,0.5235512868343625
89,2,497.87565007536773 670.5300832494402 842.6436730031184 938.2048952803659,618.1985778808594 840.0014038085938 716.2528381347656 881.9182739257812,0,0,0
90,2,497.46373153356285 673.129821511449 843.2417298969469 941.6088346093803,614.0548095703125 843.4312744140625 712.844970703125 885.56640625,0.5785447359085083,GX15OCJ,0.4297255130605012
91,2,494.77550397668 676.4152991067074 842.893127634395 945.4688537899452,614.0828247070312 846.1381632486979 714.556396484375 889.3151652018229,0,0,0
92,2,492.0872764197971 679.7007767019658 842.5445253718432 949.3288729705102,614.11083984375 848.8450520833334 716.267822265625 893.0639241536459,0,0,0
93,2,489.39904886291424 682.9862542972241 842.1959231092912 953.1888921510752,614.1388549804688 851.5519409179688 717.979248046875 896.8126831054688,0.5273606181144714,GX15OGJ,0.14448544723899728
94,2,488.0630815288796 683.554474822881 843.1036704424691 954.1366107169172,613.1843872070312 855.7386474609375 707.1839599609375 896.0152587890625,0.43013256788253784,CX15OGJ,0.6364419382219267
95,2,486.18162683826677 686.5783330313982 842.5896160311407 958.8963599606982,612.5679626464844 859.5002746582031 707.9138031005859 900.4680633544922,0,0,0
96,2,484.30017214765394 689.6021912399154 842.0755616198123 963.6561092044791,611.9515380859375 863.2619018554688 708.6436462402344 904.9208679199219,0,0,0
97,2,482.41871745704105 692.6260494484327 841.5615072084839 968.41585844826,611.3351135253906 867.0235290527344 709.3734893798828 909.3736724853516,0,0,0
98,2,480.5372627664282 695.6499076569498 841.0474527971555 973.175607692041,610.7186889648438 870.78515625 710.1033325195312 913.8264770507812,0.6432746648788452,GX15OCJ,0.7471939557267169
99,2,479.2499997872574 699.5172180222735 840.7310915439843 977.9049489647848,603.3680419921875 875.5559692382812 713.5127563476562 918.9429931640625,0.4597495198249817,GX15OGJ,0.4204645579688321
100,2,477.09197934395337 703.0787477414019 838.2164638989818 981.2131744411136,599.2153930664062 873.41162109375 710.2816162109375 918.463623046875,0.5733751654624939,GX15OGJ,0.5127150015647551
101,2,475.82631846276 706.2077943249465 837.8078707717269 985.4395643634523,601.4034423828125 882.7721557617188 707.4744873046875 924.4700317382812,0.5663836002349854,GS15OGJ,0.17541860674094426
102,2,473.2296071437794 709.5826695283971 837.0000229027293 989.9736365819844,604.5551147460938 886.6453857421875 703.0043334960938 928.32275390625,0.6121445894241333,GX15OCJ,0.127182913032507
103,2,472.53245091480574 712.7786680524905 836.468725713447 994.4451997416468,606.2115478515625 892.965087890625 706.147705078125 928.52490234375,0.4496391713619232,GY15OCJ,0.32845755007148897
104,2,471.37296221800295 716.1947792772139 835.8364694587226 998.801631287013,604.55498046875 896.2723510742187 704.4086059570312 933.0590087890625,0,0,0
105,2,470.21347352120017 719.6108905019373 835.2042132039982 1003.1580628323793,602.8984130859375 899.5796142578125 702.6695068359375 937.593115234375,0,0,0
106,2,469.05398482439733 723.0270017266608 834.5719569492737 1007.5144943777456,601.241845703125 902.8868774414062 700.9304077148438 942.1272216796875,0,0,0
107,2,467.89449612759455 726.4431129513843 833.9397006945493 1011.8709259231118,599.5852783203125 906.194140625 699.19130859375 946.661328125,0,0,0
108,2,466.73500743079177 729.8592241761077 833.3074444398248 1016.2273574684781,597.9287109375 909.5014038085938 697.4522094726562 951.1954345703125,0.5908054709434509,GX15OGJ,0.4698359540361953
109,2,464.8837607363938 731.8658452412992 832.357010412528 1020.0696626605502,583.7305908203125 910.2671508789062 698.1533813476562 956.37548828125,0.6137966513633728,GX15OCJ,0.21502875932697854
110,2,462.8472110927887 735.3013848548331 831.6309707602846 1024.8498522650625,583.0994873046875 914.8828979492188 696.5084594726562 961.3206420898438,0,0,0
111,2,460.81066144918356 738.7369244683671 830.9049311080413 1029.6300418695746,582.4683837890625 919.4986450195313 694.8635375976562 966.2657958984375,0,0,0
112,2,458.77411180557846 742.1724640819009 830.178891455798 1034.410231474087,581.8372802734375 924.1143920898437 693.2186157226563 971.2109497070312,0,0,0
113,2,456.7375621619733 745.6080036954348 829.4528518035546 1039.190421078599,581.2061767578125 928.7301391601562 691.5736938476563 976.156103515625,0,0,0
114,2,454.7010125183682 749.0435433089688 828.7268121513113 1043.9706106831113,580.5750732421875 933.3458862304688 689.9287719726562 981.1012573242188,0.604986310005188,GX15OGJ,0.4477595030691497
115,2,451.9869554850105 751.7879302757722 828.3447982670137 1047.9800303208096,578.1055908203125 935.9857177734375 690.74365234375 981.2325439453125,0.5677329897880554,GX15OGJ,0.17434574830452979
116,2,449.22630434564803 754.8688051778878 826.9146655370389 1050.9878488583436,578.7823486328125 941.8331909179688 690.911865234375 987.7315063476562,0.6340201497077942,GX15OGJ,0.5030270122214281
117,2,447.06938864842965 758.4006455840442 825.9127489496168 1053.7463233765502,574.168212890625 944.0612182617188 691.4225463867188 992.3475952148438,0.5741389393806458,CX15OGJ,0.1569903135307454
118,2,445.2452990366274 761.732167432553 825.6162899656198 1056.410495216557,573.4803263346354 948.6244710286459 689.8750406901041 996.6447957356771,0,0,0
119,2,443.42120942482507 765.0636892810617 825.3198309816229 1059.0746670565634,572.7924397786459 953.1877237955729 688.3275349934896 1000.9419962565104,0,0,0
120,2,441.5971198130228 768.3952111295704 825.0233719976259 1061.73883889657,572.1045532226562 957.7509765625 686.780029296875 1005.2391967773438,0.6379945278167725,GY15OGJ,0.3120572191773417
121,2,438.0881396678591 771.7347783838047 824.1892096686864 1066.438781003139,572.6495971679688 960.8463134765625 686.8279418945312 1006.9033813476562,0.6214660406112671,CY15OCJ,0.3982183295661628
122,2,436.1778918090298 774.8698725623647 823.5847727311282 1069.5582214087347,570.9351603190104 964.9875691731771 681.5497029622396 1011.2843831380209,0,0,0
123,2,434.2676439502005 778.0049667409246 822.98033579357 1072.6776618143301,569.2207234700521 969.1288248697916 676.2714640299479 1015.6653849283854,0,0,0
124,2,432.35739609137124 781.1400609194845 822.3758988560118 1075.7971022199258,567.5062866210938 973.2700805664062 670.9932250976562 1020.04638671875,0.5166264176368713,GY15UGJ,0.2765465217022065
125,2,431.95616669317326 784.8553808323393 823.166715404756 1077.5309595882163,569.4580078125 980.30712890625 674.5171508789062 1026.76318359375,0.6290965676307678,GY15CGJ,0.28831008988893764
126,2,429.3730823615792 790.1680248877291 822.890006548608 1078.8634697200437,563.5482788085938 986.1842651367188 669.8582153320312 1034.92138671875,0.6553298830986023,GY15UGJ,0.26175476850142326
127,2,427.1551630501334 793.6712212341955 822.344118482603 1078.7257920532074,561.1072998046875 988.3756713867188 668.8859252929688 1036.2401123046875,0.6304117441177368,GY15OGJ,0.6025125413398984
128,2,423.80709193392033 797.4940687290243 820.9402766705281 1078.4737421855073,554.6871337890625 991.0508422851562 667.0990600585938 1039.9849853515625,0.6016414761543274,GX15OGJ,0.3540509480699065
129,2,420.99961546598104 800.6278953623892 820.643486138412 1077.8550841548022,557.1653747558594 998.602294921875 663.5454406738281 1044.7618408203125,0,0,0
130,2,418.19213899804174 803.7617219957541 820.3466956062958 1077.236426124097,559.6436157226562 1006.1537475585938 659.9918212890625 1049.5386962890625,0.6645371317863464,GY15OGJ,0.4450802009111663
131,2,415.9123774954165 807.008722426299 819.0602220962708 1077.370535795444,550.6646728515625 1009.6290893554688 662.0108642578125 1056.60986328125,0.6741573214530945,GX15OGJ,0.37125379950302345
132,2,415.21224355203486 811.0012023570523 817.1567809480846 1078.172626353567,546.9757995605469 1012.4738159179688 661.3799743652344 1058.3795166015625,0,0,0
133,2,414.51210960865325 814.9936822878055 815.2533397998984 1078.97471691169,543.2869262695312 1015.3185424804688 660.7490844726562 1060.149169921875,0.6577668190002441,GX15OGJ,0.2268457206385939
134,2,410.7389014201526 817.9591581631446 811.4321214818549 1079.8699650929832,547.335205078125 1025.6884765625 661.6605834960938 1073.97119140625,0.6550278067588806,GX15OGJ,0.7544778354539694
135,2,408.03174451883984 822.0917798634498 810.1456067516241 1080.6762484862622,543.2127685546875 1029.7504475911458 657.0013834635416 1075.9807942708333,0,0,0
136,2,405.32458761752713 826.2244015637551 808.8590920213932 1081.482531879541,539.09033203125 1033.8124186197917 652.3421834309896 1077.9903971354167,0,0,0
137,2,402.61743071621436 830.3570232640603 807.5725772911624 1082.28881527282,534.9678955078125 1037.8743896484375 647.6829833984375 1080.0,0.46568503975868225,GX15OGJ,0.10400312154591797
44,3,1109.4426618415698 684.4686543572249 1453.2214694676998 1026.4388156258863,1235.3060302734375 917.9641723632812 1331.904052734375 965.3306274414062,0.6790978312492371,MO51TSU,0.04697546358521733
45,3,1109.9064111184173 686.9083776415953 1454.98031716283 1030.105222416514,1236.2073486328125 921.97431640625 1332.997998046875 968.7763671875,0,0,0
46,3,1110.3701603952645 689.3481009259656 1456.7391648579603 1033.7716292071418,1237.1086669921874 925.9844604492188 1334.091943359375 972.2221069335938,0,0,0
47,3,1110.833909672112 691.787824210336 1458.4980125530903 1037.4380359977695,1238.0099853515626 929.9946044921875 1335.185888671875 975.6678466796875,0,0,0
48,3,1111.2976589489592 694.2275474947063 1460.2568602482206 1041.1044427883974,1238.9113037109375 934.0047485351563 1336.279833984375 979.1135864257812,0,0,0
49,3,1111.7614082258067 696.6672707790767 1462.015707943351 1044.770849579025,1239.8126220703125 938.014892578125 1337.373779296875 982.559326171875,0.7010090947151184,CV51YSU,0.11905745543210405
50,3,1113.6248421675075 699.445058848975 1465.5202811672639 1048.5446220518068,1240.9005126953125 941.8950398763021 1339.2578531901042 986.3776448567709,0,0,0
51,3,1115.488276109208 702.2228469188734 1469.0248543911769 1052.3183945245887,1241.9884033203125 945.7751871744791 1341.1419270833333 990.1959635416666,0,0,0
52,3,1117.3517100509089 705.0006349887717 1472.5294276150898 1056.0921669973704,1243.0762939453125 949.6553344726562 1343.0260009765625 994.0142822265625,0.6564333438873291,MI51TSU,0.024973665732577807
53,3,1117.991994206423 709.1332393745171 1474.1932577605521 1059.7909185037802,1243.9860534667969 954.3012084960938 1344.3166809082031 998.8663787841797,0,0,0
54,3,1118.632278361937 713.2658437602624 1475.8570879060142 1063.48967001019,1244.8958129882812 958.9470825195312 1345.6073608398438 1003.7184753417969,0,0,0
55,3,1119.2725625174512 717.3984481460079 1477.5209180514762 1067.1884215165999,1245.8055725097656 963.5929565429688 1346.8980407714844 1008.5705718994141,0,0,0
56,3,1119.9128466729653 721.5310525317533 1479.1847481969385 1070.8871730230096,1246.71533203125 968.2388305664062 1348.188720703125 1013.4226684570312,0.6753823161125183,NI51VSU,0.1309450800336234
57,3,1121.1467493701607 724.0044015665852 1479.3687607239053 1071.7074931138068,1248.2040405273438 972.3944091796875 1349.9116516113281 1017.9384002685547,0,0,0
58,3,1122.3806520673563 726.4777506014173 1479.5527732508724 1072.5278132046037,1249.6927490234375 976.5499877929688 1351.6345825195312 1022.4541320800781,0,0,0
59,3,1123.614554764552 728.9510996362492 1479.7367857778395 1073.3481332954009,1251.1814575195312 980.70556640625 1353.3575134277344 1026.9698638916016,0,0,0
60,3,1124.8484574617473 731.4244486710811 1479.9207983048063 1074.168453386198,1252.670166015625 984.8611450195312 1355.0804443359375 1031.485595703125,0.7126181125640869,CT51VSU,0.10575610681251538
61,3,1124.8874329133098 735.0920225995214 1480.0103568918873 1074.433415050257,1253.6421305338542 988.1234130859375 1357.3253173828125 1036.0885009765625,0,0,0
62,3,1124.9264083648725 738.7595965279617 1480.0999154789681 1074.6983767143163,1254.6140950520833 991.3856811523438 1359.5701904296875 1040.69140625,0,0,0
63,3,1124.965383816435 742.427170456402 1480.1894740660491 1074.9633383783753,1255.5860595703125 994.64794921875 1361.8150634765625 1045.2943115234375,0.6967308521270752,MT51VSD,0.5056147995896981
64,3,1126.4753327432509 744.9245104628059 1481.258168888678 1074.8348392839596,1256.0005493164062 999.1565551757812 1362.0661315917969 1049.3588562011719,0,0,0
65,3,1127.9852816700668 747.4218504692096 1482.326863711307 1074.7063401895439,1256.4150390625 1003.6651611328125 1362.3171997070312 1053.4234008789062,0,0,0
66,3,1129.495230596883 749.9191904756135 1483.395558533936 1074.577841095128,1256.8295288085938 1008.1737670898438 1362.5682678222656 1057.4879455566406,0,0,0
67,3,1131.0051795236989 752.4165304820174 1484.464253356565 1074.4493420007122,1257.2440185546875 1012.682373046875 1362.8193359375 1061.552490234375,0.7119976282119751,NT51VSU,0.6367177723658557
130,8,1121.4951092338165 811.6534940949747 1487.9797964153754 1075.9706686345182,1255.880615234375 992.6079711914062 1364.7763671875 1043.06103515625,0.5071538686752319,LM13VCV,0.30211503775095233
