frame_nmr,car_id,car_bbox,license_plate_bbox,license_plate_bbox_score,license_number,license_number_score
131,8,1121.4979904636623 814.8924010927701 1489.9970198950843 1075.496933896488,1252.562744140625 995.4188232421875 1365.11474609375 1046.5257568359375,0.40183794498443604,LM13VCV,0.21263114936663124
132,8,1121.9533278762144 818.7733234520306 1490.5896637904814 1075.5748320986208,1254.560302734375 1005.63720703125 1368.6070556640625 1054.56591796875,0.6829070448875427,LM13VCV,0.4570497916947345
133,8,1122.148500172985 822.0028910824834 1491.3053351592287 1076.0069602780363,1257.681640625 1005.04345703125 1371.039306640625 1057.1270751953125,0.6624897122383118,LM13VCV,0.3211677201521221
134,8,1121.7611206199817 826.1250327703863 1492.1571688058702 1078.0893512046339,1255.56201171875 1008.526611328125 1368.70654296875 1062.107421875,0.6463168859481812,LN13VCV,0.4574005614487179
135,8,1121.003989697148 830.4291363551735 1492.7007803477081 1079.5285567064072,1258.517333984375 1017.012451171875 1371.8958740234375 1066.9053955078125,0.6544644236564636,LM13VCV,0.28260364281603073
136,8,1122.482576230495 834.1271299194963 1494.0067300951282 1080.805624807465,1254.8704833984375 1016.1209106445312 1377.4815673828125 1071.9810791015625,0.6904256343841553,LN13VCV,0.4125245606570606
137,8,1123.8027508466503 837.2107440253835 1495.3520962118764 1080.4092514991573,1260.4677734375 1026.54345703125 1376.6075439453125 1077.7066650390625,0.6106089353561401,LR13VCV,0.34546339365657763
138,8,1125.9263834008702 841.571315556232 1496.220484834052 1081.541795184533,1261.6417236328125 1029.2919921875 1376.8890380859375 1079.9140625,0.6631280183792114,LN13VCV,0.45431655578678176
130,9,559.7870896702534 550.8516306769787 808.5935152115189 765.6567965484791,638.7684326171875 672.6956787109375 718.2806396484375 714.092529296875,0.2536971867084503,VH05ZIX,0.137004441653832
131,9,558.6220120863103 553.0036085035136 808.4973797131972 767.6655414200173,638.4703776041666 675.3962198893229 714.8626708984375 715.2600708007812,0,0,0
132,9,557.4569345023673 555.1555863300485 808.4012442148755 769.6742862915556,638.1723225911459 678.0967610677084 711.4447021484375 716.4276123046875,0,0,0
133,9,556.2918569184242 557.3075641565835 808.3051087165538 771.6830311630939,637.874267578125 680.7973022460938 708.0267333984375 717.5951538085938,0.27817589044570923,XH05ZZK,0.6031948713543303
134,9,554.5554714551303 558.685980745501 807.2537415211432 774.0155319566586,634.8460845947266 682.3601989746094 709.4134979248047 720.6315765380859,0,0,0
135,9,552.8190859918363 560.0643973344186 806.2023743257325 776.3480327502234,631.8179016113281 683.923095703125 710.8002624511719 723.6679992675781,0,0,0
136,9,551.0827005285423 561.4428139233361 805.1510071303218 778.6805335437881,628.7897186279297 685.4859924316406 712.1870269775391 726.7044219970703,0,0,0
137,9,549.3463150652484 562.8212305122536 804.0996399349111 781.0130343373528,625.7615356445312 687.0488891601562 713.5737915039062 729.7408447265625,0.3515094220638275,LK05ZZK,0.05326365683292047
138,9,547.7036526660246 563.4102432146827 803.0609497808089 782.8335201927185,625.7753295898438 689.85009765625 712.4383544921875 731.6361083984375,0,0,0
139,9,546.0609902668007 563.9992559171119 802.0222596267066 784.6540060480843,625.7891235351562 692.6513061523438 711.3029174804688 733.5313720703125,0,0,0
140,9,544.4183278675769 564.588268619541 800.9835694726044 786.47449190345,625.8029174804688 695.4525146484375 710.16748046875 735.4266357421875,0.3522079885005951,YH05ZIX,0.07378976546203558
141,9,541.5660673635871 567.1661739602322 798.0557905789437 789.1129819380509,628.0101928710938 698.439697265625 707.8943481445312 737.747314453125,0.35714492201805115,KH05ZZK,0.5726889898387707
142,9,540.2007826979979 569.1381810042576 796.9908672396284 791.0458512759828,626.0644124348959 700.1455281575521 706.2239583333334 739.9210408528646,0,0,0
143,9,538.8354980324087 571.1101880482829 795.9259439003131 792.9787206139147,624.1186319986979 701.8513590494791 704.5535685221354 742.0947672526041,0,0,0
144,9,537.4702133668195 573.0821950923083 794.8610205609978 794.9115899518466,622.1728515625 703.5571899414062 702.8831787109375 744.2684936523438,0.5078636407852173,KH05ZTK,0.19083114954730404
145,9,536.2082282768775 574.7800107229755 794.3003377808345 797.4383358046377,620.7335510253906 705.2056274414062 701.6642456054688 746.2422485351562,0,0,0
146,9,534.9462431869357 576.4778263536426 793.7396550006712 799.9650816574289,619.2942504882812 706.8540649414062 700.4453125 748.2160034179688,0,0,0
147,9,533.6842580969937 578.1756419843098 793.178972220508 802.49182751022,617.8549499511719 708.5025024414062 699.2263793945312 750.1897583007812,0,0,0
148,9,532.4222730070518 579.873457614977 792.6182894403447 805.018573363011,616.4156494140625 710.1509399414062 698.0074462890625 752.1635131835938,0,0,0
149,9,531.1602879171099 581.5712732456442 792.0576066601814 807.5453192158021,614.9763488769531 711.7993774414062 696.7885131835938 754.1372680664062,0,0,0
150,9,529.898302827168 583.2690888763113 791.4969238800181 810.0720650685932,613.5370483398438 713.4478149414062 695.569580078125 756.1110229492188,0.48127880692481995,KK05ZIK,0.25029382418763785
151,9,528.421254825342 584.8533335138743 790.8906346685359 811.6974565867988,611.9830322265625 716.2659301757812 695.6006469726562 758.7438354492188,0,0,0
152,9,526.944206823516 586.4375781514373 790.2843454570537 813.3228481050044,610.4290161132812 719.0840454101562 695.6317138671875 761.3766479492188,0,0,0
153,9,525.46715882169 588.0218227890002 789.6780562455715 814.9482396232099,608.875 721.9021606445312 695.6627807617188 764.0094604492188,0.4919436275959015,KH05ZZK,0.39573646021110165
154,9,524.0095212003622 589.2336802144097 788.5295201504936 817.4075548361442,608.0460205078125 724.22900390625 695.3823852539062 766.58349609375,0,0,0
155,9,522.5518835790346 590.4455376398191 787.3809840554158 819.8668700490784,607.217041015625 726.5558471679688 695.1019897460938 769.1575317382812,0,0,0
156,9,521.0942459577068 591.6573950652286 786.2324479603378 822.3261852620127,606.3880615234375 728.8826904296875 694.8215942382812 771.7315673828125,0.4716816544532776,KR05ZZK,0.4897520934732037
